upi_id,customer_id,bank_name,account_type,date_added,status
stephanie8242@upi,cust102720,kotak,current,01-08-2024,active
lisa9529@upi,cust102601,pnb,credit_card_linked,20-07-2024,active
kiara4641@upi,cust105807,axis,credit_card_linked,06-01-2023,active
joseph8443@upi,cust105766,icici,current,27-01-2025,active
brian7560@upi,cust109002,pnb,credit_card_linked,17-09-2024,active
pamela3530@upi,cust109388,kotak,savings,07-04-2024,active
molly6115@upi,cust106835,pnb,savings,19-03-2025,active
robin4478@upi,cust108157,sbi,current,17-08-2024,active
danielle4172@upi,cust100614,hdfc,savings,25-06-2025,active
rebecca1510@upi,cust108986,sbi,current,29-09-2023,active
kathleen1415@upi,cust102631,hdfc,savings,03-08-2023,active
nicholas3831@upi,cust105827,axis,current,27-08-2022,active
stephen1885@upi,cust104231,hdfc,credit_card_linked,29-06-2025,active
alice1397@upi,cust104732,sbi,current,22-10-2024,active
kim1183@upi,cust106145,kotak,savings,02-08-2024,active
nathaniel3443@upi,cust103674,icici,current,13-02-2023,active
thomas7068@upi,cust106092,kotak,current,07-02-2025,active
jonathan7703@upi,cust102291,icici,credit_card_linked,25-10-2024,active
oscar7819@upi,cust102911,axis,credit_card_linked,22-04-2024,active
vincent9808@upi,cust106906,pnb,savings,11-05-2024,active
rodney3254@upi,cust104206,icici,current,15-06-2025,active
joel5135@upi,cust108653,kotak,savings,28-03-2023,active
adrienne5497@upi,cust106975,pnb,current,18-07-2022,active
joshua4777@upi,cust100030,axis,savings,17-02-2025,active
jessica4958@upi,cust109460,kotak,credit_card_linked,29-05-2025,suspended
allison5590@upi,cust105114,pnb,current,24-05-2025,active
walter6996@upi,cust105686,icici,savings,07-05-2025,active
catherine7196@upi,cust107221,sbi,savings,14-11-2023,active
kenneth8154@upi,cust103951,kotak,savings,24-01-2025,active
bridget9114@upi,cust104033,kotak,credit_card_linked,01-11-2024,active
keith5498@upi,cust105993,sbi,savings,10-01-2023,active
jonathan5969@upi,cust109322,hdfc,current,07-01-2025,active
nathan9047@upi,cust104649,kotak,savings,11-06-2024,active
robert4150@upi,cust105290,icici,credit_card_linked,08-11-2024,active
steven4536@upi,cust100602,icici,savings,17-10-2024,active
dennis2688@upi,cust107474,kotak,credit_card_linked,19-12-2023,active
amy9769@upi,cust104076,icici,current,23-02-2022,active
justin9836@upi,cust108227,axis,credit_card_linked,17-12-2024,active
michelle3377@upi,cust102952,hdfc,savings,01-09-2022,active
adrian8745@upi,cust103043,pnb,savings,16-12-2024,active
timothy1177@upi,cust100687,icici,current,13-06-2024,active
roger9695@upi,cust108855,axis,credit_card_linked,26-10-2021,active
christina2313@upi,cust105404,kotak,credit_card_linked,24-04-2025,active
cheryl2947@upi,cust104377,kotak,savings,19-06-2025,active
kristina1750@upi,cust105449,axis,current,15-05-2024,active
kim2623@upi,cust103788,sbi,credit_card_linked,21-10-2024,active
morgan3564@upi,cust102641,icici,current,07-08-2024,active
paige6621@upi,cust104559,pnb,savings,02-06-2025,active
dr.7856@upi,cust101679,kotak,credit_card_linked,14-08-2021,suspended
michael3374@upi,cust106550,sbi,current,05-07-2025,active
tyler6015@upi,cust109845,sbi,credit_card_linked,19-05-2024,active
kimberly3006@upi,cust109225,axis,credit_card_linked,06-06-2025,active
patricia7294@upi,cust107089,icici,credit_card_linked,23-10-2022,active
anthony2635@upi,cust101607,kotak,current,25-09-2023,active
joseph3093@upi,cust109386,icici,credit_card_linked,22-07-2025,active
eddie3341@upi,cust103594,sbi,current,07-05-2023,active
katie9169@upi,cust105744,hdfc,current,15-06-2025,active
monica2718@upi,cust105169,axis,savings,13-04-2025,active
john1911@upi,cust106554,icici,savings,23-05-2023,active
melanie9714@upi,cust109788,sbi,savings,26-02-2023,active
lisa6842@upi,cust103445,sbi,savings,28-02-2025,active
stephanie1348@upi,cust109974,pnb,savings,26-10-2021,active
andrew7717@upi,cust108554,pnb,savings,22-04-2023,blocked
alexander8124@upi,cust106953,kotak,savings,09-10-2024,active
jessica8614@upi,cust102169,kotak,credit_card_linked,08-06-2025,active
julie3400@upi,cust105148,hdfc,current,02-08-2025,active
jill1299@upi,cust103015,hdfc,savings,27-06-2024,active
david3829@upi,cust107863,kotak,savings,31-12-2023,active
russell8432@upi,cust101883,sbi,current,29-10-2024,active
mario9414@upi,cust108510,kotak,credit_card_linked,30-12-2023,active
lorraine7897@upi,cust101352,hdfc,current,17-09-2021,active
krystal1074@upi,cust100123,axis,current,13-04-2025,active
ryan1220@upi,cust109565,pnb,current,29-03-2024,active
victoria1840@upi,cust108402,kotak,current,21-12-2024,active
kevin6427@upi,cust102664,axis,savings,25-10-2024,active
lance3139@upi,cust109245,sbi,current,10-08-2024,active
elizabeth6434@upi,cust101730,sbi,current,15-08-2024,active
craig8784@upi,cust104840,kotak,current,20-08-2024,active
margaret1201@upi,cust100357,hdfc,savings,15-03-2025,active
joe4610@upi,cust107405,hdfc,savings,03-10-2021,active
brett2519@upi,cust102397,hdfc,savings,12-01-2024,active
tammy5492@upi,cust104837,axis,current,02-06-2022,active
melissa4833@upi,cust102425,icici,current,13-07-2024,suspended
stephanie3671@upi,cust104263,icici,current,26-10-2024,active
tony4357@upi,cust104198,hdfc,current,04-04-2023,active
kevin4468@upi,cust103021,hdfc,current,05-08-2025,active
john9862@upi,cust104319,icici,savings,10-08-2022,active
gabriel7399@upi,cust109289,hdfc,current,06-04-2025,active
kari8483@upi,cust105731,icici,credit_card_linked,31-07-2025,active
amy6922@upi,cust103480,icici,current,01-08-2025,active
erica3139@upi,cust101447,hdfc,savings,10-09-2024,active
susan7396@upi,cust101256,hdfc,savings,02-03-2024,active
bryan8997@upi,cust106910,pnb,credit_card_linked,15-07-2025,active
matthew5090@upi,cust101047,axis,current,09-08-2024,active
laura8109@upi,cust102288,icici,savings,20-03-2024,blocked
christine3084@upi,cust109515,axis,current,08-05-2025,active
andrea7516@upi,cust109435,sbi,credit_card_linked,15-06-2023,active
rodney4033@upi,cust102047,pnb,credit_card_linked,31-01-2024,active
lisa5011@upi,cust104780,kotak,savings,10-02-2023,active
jeffrey4092@upi,cust105030,icici,credit_card_linked,22-07-2025,active
felicia2422@upi,cust101977,axis,credit_card_linked,30-05-2025,active
david1837@upi,cust109479,axis,savings,04-09-2022,active
james4324@upi,cust104841,pnb,savings,10-06-2025,active
darrell8140@upi,cust100810,hdfc,savings,26-12-2021,active
frank8425@upi,cust103456,kotak,current,29-02-2024,suspended
jordan2952@upi,cust100604,icici,savings,08-05-2025,suspended
brendan7436@upi,cust107868,pnb,savings,17-06-2023,active
logan2452@upi,cust106653,pnb,current,21-07-2025,active
richard1941@upi,cust109961,axis,credit_card_linked,13-07-2025,active
kevin9071@upi,cust105414,kotak,savings,14-01-2025,active
tracey6707@upi,cust107070,icici,savings,28-06-2022,active
jason3178@upi,cust108689,icici,credit_card_linked,10-11-2020,suspended
charles5160@upi,cust107856,pnb,credit_card_linked,06-05-2025,active
tony4389@upi,cust103696,hdfc,savings,30-04-2021,active
richard2253@upi,cust101643,kotak,credit_card_linked,08-02-2025,suspended
oscar6199@upi,cust102142,axis,current,19-10-2023,active
vickie2683@upi,cust108230,sbi,savings,10-06-2023,active
teresa2860@upi,cust107339,pnb,credit_card_linked,29-03-2022,active
mike2592@upi,cust108524,hdfc,current,01-12-2021,active
terry1905@upi,cust107253,hdfc,current,08-02-2024,active
shane7923@upi,cust109793,sbi,current,18-03-2023,active
bridget5196@upi,cust108621,axis,savings,04-08-2025,active
miss8716@upi,cust106889,sbi,credit_card_linked,20-04-2024,active
debbie4146@upi,cust107196,pnb,current,18-02-2024,active
kaitlyn2091@upi,cust103970,hdfc,credit_card_linked,12-10-2021,active
joseph1720@upi,cust105271,sbi,credit_card_linked,08-04-2023,suspended
rachel7241@upi,cust108194,hdfc,savings,13-10-2022,active
brooke4311@upi,cust105645,kotak,credit_card_linked,05-02-2025,active
brandon4242@upi,cust101468,kotak,current,17-06-2023,active
kenneth6114@upi,cust108661,pnb,savings,08-06-2023,active
david4681@upi,cust100567,icici,current,11-08-2022,active
david3659@upi,cust100976,kotak,savings,23-04-2023,active
joshua4820@upi,cust107077,pnb,credit_card_linked,31-03-2025,active
kenneth6318@upi,cust108661,sbi,current,12-08-2021,active
robert4108@upi,cust107692,icici,current,31-05-2025,active
heather6697@upi,cust101505,axis,current,22-05-2024,active
stacy2181@upi,cust109833,axis,savings,24-08-2023,active
david9308@upi,cust106469,sbi,savings,17-06-2022,active
warren3908@upi,cust103835,icici,current,19-03-2023,active
timothy6437@upi,cust107198,hdfc,savings,11-05-2025,active
rachel4520@upi,cust101396,sbi,current,12-07-2024,active
maria7035@upi,cust102930,hdfc,savings,16-01-2025,active
kaitlyn9978@upi,cust108265,hdfc,current,21-12-2024,suspended
joshua6601@upi,cust105701,hdfc,credit_card_linked,11-04-2023,active
michael9570@upi,cust109942,pnb,savings,16-11-2022,active
regina1366@upi,cust109816,hdfc,savings,27-05-2025,active
elijah6521@upi,cust100463,hdfc,credit_card_linked,10-10-2024,active
brady9621@upi,cust104775,pnb,credit_card_linked,19-07-2025,active
amy3056@upi,cust105362,kotak,current,09-05-2023,active
justin9001@upi,cust105882,pnb,credit_card_linked,19-04-2025,active
jessica2138@upi,cust105020,hdfc,current,19-01-2025,blocked
nicole4650@upi,cust100227,pnb,savings,16-03-2023,active
vincent7550@upi,cust104944,axis,credit_card_linked,11-09-2024,active
michael9687@upi,cust103105,pnb,current,18-06-2021,active
lynn8188@upi,cust105660,axis,credit_card_linked,20-10-2024,suspended
ashlee6168@upi,cust100928,sbi,current,29-04-2025,active
jonathan9878@upi,cust108539,pnb,current,10-08-2024,active
sharon5747@upi,cust108502,icici,savings,16-02-2025,active
gerald8359@upi,cust101516,pnb,credit_card_linked,07-01-2025,active
haley8171@upi,cust103007,axis,savings,28-08-2024,active
kyle4708@upi,cust108297,sbi,current,26-10-2024,active
natalie4758@upi,cust108634,icici,savings,09-07-2025,active
erik5146@upi,cust108050,kotak,savings,06-01-2023,active
alexander1571@upi,cust105218,pnb,credit_card_linked,27-02-2025,active
ashley8701@upi,cust107344,icici,savings,07-05-2024,active
jacob3774@upi,cust106144,pnb,credit_card_linked,11-06-2025,active
kelly3122@upi,cust104515,axis,savings,17-01-2023,active
brent3348@upi,cust109594,hdfc,current,11-02-2025,active
joshua3801@upi,cust102272,sbi,current,16-09-2024,active
savannah6516@upi,cust105871,hdfc,current,01-07-2022,active
jeanne6943@upi,cust100973,pnb,savings,29-01-2025,active
destiny5952@upi,cust102668,icici,savings,07-03-2022,active
brent3714@upi,cust104191,sbi,current,02-12-2023,active
sherry2925@upi,cust102598,axis,savings,05-08-2025,active
steven1098@upi,cust105519,hdfc,current,20-03-2025,suspended
jeffery6191@upi,cust108420,pnb,credit_card_linked,30-01-2025,blocked
lori1538@upi,cust104253,icici,savings,05-01-2024,active
michele4098@upi,cust101182,axis,current,30-04-2023,active
michael1842@upi,cust100100,axis,credit_card_linked,30-10-2024,active
brianna3669@upi,cust107681,axis,savings,18-06-2024,active
julie8345@upi,cust105575,sbi,savings,23-07-2025,active
holly8394@upi,cust104846,hdfc,savings,04-03-2025,active
mindy8102@upi,cust107682,kotak,savings,04-07-2024,active
robert4421@upi,cust106411,kotak,credit_card_linked,10-10-2021,active
stephanie1441@upi,cust100274,pnb,savings,30-12-2023,active
ryan4766@upi,cust103403,kotak,savings,26-06-2024,active
william8163@upi,cust102243,pnb,credit_card_linked,07-08-2023,active
mia4454@upi,cust104817,sbi,credit_card_linked,25-05-2025,active
dana1696@upi,cust103467,icici,savings,03-03-2023,blocked
sarah8827@upi,cust101741,axis,current,22-07-2025,active
laura6632@upi,cust109391,icici,savings,14-06-2022,active
jennifer3655@upi,cust100997,icici,savings,25-01-2025,active
tammy4998@upi,cust108247,icici,credit_card_linked,01-01-2025,active
connie2929@upi,cust103964,pnb,current,14-04-2024,active
sierra6001@upi,cust100359,hdfc,current,12-10-2023,active
christopher6846@upi,cust103697,hdfc,credit_card_linked,16-05-2023,active
lisa8419@upi,cust100535,icici,credit_card_linked,07-04-2025,active
derrick2008@upi,cust107168,kotak,savings,10-01-2025,active
sierra6816@upi,cust109106,hdfc,current,28-06-2024,active
carrie4005@upi,cust107986,axis,credit_card_linked,20-06-2023,active
heather6010@upi,cust104399,hdfc,credit_card_linked,03-08-2025,active
christina5171@upi,cust109474,sbi,credit_card_linked,08-11-2021,active
alejandro9833@upi,cust107929,kotak,savings,10-06-2025,active
jean5715@upi,cust102940,sbi,credit_card_linked,20-01-2025,active
russell1953@upi,cust102236,hdfc,current,12-02-2025,active
johnathan4107@upi,cust100444,hdfc,savings,16-08-2022,active
connie7311@upi,cust107606,axis,current,20-11-2021,active
jacob6173@upi,cust102851,sbi,savings,29-03-2025,active
matthew6072@upi,cust107551,icici,current,05-08-2025,active
grace7126@upi,cust101512,icici,savings,22-12-2024,active
tracy4522@upi,cust102404,sbi,credit_card_linked,12-07-2025,active
joshua8975@upi,cust108949,pnb,current,13-06-2025,active
chelsea8661@upi,cust103130,icici,credit_card_linked,26-12-2024,active
lori6029@upi,cust104983,kotak,savings,11-06-2025,active
michael8127@upi,cust101484,kotak,current,24-02-2023,active
jason8564@upi,cust104849,kotak,credit_card_linked,12-08-2024,active
derek5324@upi,cust101426,icici,current,07-07-2024,active
marc1395@upi,cust106731,sbi,current,21-08-2024,active
michael2348@upi,cust109052,icici,savings,05-05-2022,active
ryan3073@upi,cust109018,kotak,credit_card_linked,08-12-2024,active
daniel2346@upi,cust109716,sbi,savings,13-08-2024,active
david5143@upi,cust105137,axis,savings,07-08-2024,suspended
crystal2436@upi,cust100317,icici,savings,18-07-2024,active
daniel6861@upi,cust108786,pnb,credit_card_linked,03-05-2021,active
albert3118@upi,cust109433,hdfc,savings,27-01-2023,active
michael4635@upi,cust102033,sbi,savings,18-08-2023,active
sandra3743@upi,cust106882,sbi,current,19-11-2024,active
kelly4321@upi,cust100758,axis,savings,04-02-2024,active
eric9354@upi,cust105559,pnb,savings,23-09-2023,active
james8441@upi,cust108371,icici,savings,13-12-2024,active
james8179@upi,cust107509,axis,savings,03-01-2025,active
charles6332@upi,cust109157,sbi,credit_card_linked,23-11-2023,active
debbie8712@upi,cust108472,sbi,credit_card_linked,23-08-2024,active
melissa7978@upi,cust108600,icici,current,28-07-2024,active
shannon6791@upi,cust100770,kotak,credit_card_linked,19-08-2024,active
justin9900@upi,cust103823,icici,credit_card_linked,04-12-2023,active
maurice8371@upi,cust104762,sbi,credit_card_linked,08-03-2025,active
connie5411@upi,cust106891,icici,credit_card_linked,14-11-2024,active
vincent8533@upi,cust104320,pnb,current,03-11-2022,active
lisa9485@upi,cust100647,hdfc,credit_card_linked,15-03-2025,active
mitchell6963@upi,cust109664,sbi,current,26-06-2025,active
ryan9414@upi,cust107181,axis,savings,02-05-2024,active
charles5211@upi,cust100651,sbi,credit_card_linked,26-07-2022,active
kristen6491@upi,cust109146,axis,current,07-01-2021,blocked
morgan7802@upi,cust102641,axis,credit_card_linked,11-02-2025,active
emma2044@upi,cust103851,sbi,credit_card_linked,06-06-2023,active
daniel3589@upi,cust107134,sbi,credit_card_linked,22-04-2025,active
alexandra6247@upi,cust103777,icici,savings,29-03-2022,active
kevin9341@upi,cust105707,icici,current,27-04-2025,active
christopher5444@upi,cust101698,hdfc,credit_card_linked,05-06-2025,active
michael8376@upi,cust105592,sbi,current,30-05-2025,active
jonathan3775@upi,cust109164,hdfc,current,28-06-2025,active
theresa4316@upi,cust102984,axis,savings,27-07-2025,active
amy8598@upi,cust108765,icici,current,19-01-2025,active
sandra4388@upi,cust101067,sbi,credit_card_linked,13-07-2025,active
vincent9650@upi,cust107861,kotak,credit_card_linked,28-05-2022,active
michael8210@upi,cust108763,pnb,credit_card_linked,14-11-2024,active
amber9368@upi,cust102531,sbi,current,23-04-2024,active
maria7382@upi,cust101022,icici,savings,25-09-2022,active
jessica6764@upi,cust102136,icici,savings,08-02-2025,active
jeffrey1338@upi,cust109507,sbi,credit_card_linked,22-02-2024,blocked
michael5053@upi,cust109138,sbi,current,20-06-2025,active
michael5659@upi,cust104089,axis,credit_card_linked,27-08-2023,active
james8232@upi,cust105985,axis,credit_card_linked,13-12-2022,active
ryan1570@upi,cust105879,axis,credit_card_linked,14-07-2022,active
anthony8405@upi,cust102871,hdfc,savings,13-12-2022,active
kathryn4109@upi,cust103099,sbi,current,13-04-2024,active
bruce2405@upi,cust102708,pnb,credit_card_linked,17-07-2024,active
eric6768@upi,cust109850,hdfc,savings,04-11-2022,active
natalie8277@upi,cust100587,axis,credit_card_linked,19-11-2024,active
patricia6036@upi,cust104975,pnb,credit_card_linked,01-04-2024,active
henry9513@upi,cust104571,kotak,current,24-05-2021,suspended
jason4576@upi,cust109843,sbi,credit_card_linked,07-06-2025,active
rebecca9233@upi,cust104064,pnb,credit_card_linked,05-10-2021,active
michael2927@upi,cust105944,icici,savings,15-10-2022,active
daniel1002@upi,cust105350,hdfc,savings,29-05-2025,active
devin4384@upi,cust108662,sbi,current,20-08-2024,active
jennifer5896@upi,cust103397,pnb,current,24-11-2023,active
samuel9663@upi,cust107695,axis,current,23-07-2025,active
brandon9741@upi,cust100839,pnb,savings,07-02-2025,active
joann7287@upi,cust105638,sbi,current,04-06-2023,active
daniel6208@upi,cust106110,kotak,credit_card_linked,13-10-2024,active
leah8496@upi,cust103804,sbi,savings,19-05-2025,active
michelle5105@upi,cust108523,axis,credit_card_linked,30-03-2024,active
patricia5185@upi,cust101880,axis,credit_card_linked,06-05-2025,active
diana3964@upi,cust108729,pnb,credit_card_linked,23-07-2025,active
melissa3073@upi,cust105280,kotak,current,18-05-2025,active
michele5144@upi,cust103405,hdfc,credit_card_linked,10-12-2023,active
dr.8874@upi,cust104721,icici,current,09-05-2023,suspended
michael5544@upi,cust101755,icici,credit_card_linked,28-08-2024,active
william7644@upi,cust102580,icici,credit_card_linked,29-12-2023,active
kristi2038@upi,cust101392,axis,credit_card_linked,21-05-2025,active
nathaniel4789@upi,cust105948,hdfc,savings,11-12-2021,active
jacqueline9933@upi,cust102832,sbi,credit_card_linked,26-07-2022,active
stephanie7245@upi,cust107573,icici,current,27-10-2024,active
courtney7766@upi,cust102864,kotak,savings,28-04-2021,active
jonathan7595@upi,cust109490,kotak,credit_card_linked,22-04-2025,active
joseph9546@upi,cust104923,hdfc,savings,17-09-2023,active
michelle8518@upi,cust109324,sbi,savings,15-07-2024,active
christopher1453@upi,cust107728,pnb,credit_card_linked,09-11-2024,active
jennifer7689@upi,cust102850,kotak,credit_card_linked,23-07-2025,active
karen1892@upi,cust107702,icici,savings,02-07-2025,active
jermaine2315@upi,cust101420,icici,credit_card_linked,20-08-2023,active
megan3607@upi,cust107635,hdfc,savings,06-04-2025,active
justin2397@upi,cust104786,pnb,savings,01-07-2022,active
mckenzie9019@upi,cust100910,hdfc,current,25-03-2022,active
gregory3591@upi,cust107499,axis,credit_card_linked,13-08-2021,active
stacy9926@upi,cust108965,axis,savings,17-04-2025,active
julia8333@upi,cust109676,icici,credit_card_linked,18-08-2023,active
andrea9880@upi,cust107560,kotak,savings,19-04-2024,active
joseph1316@upi,cust109133,pnb,current,12-10-2023,active
jeffrey3546@upi,cust101797,hdfc,credit_card_linked,06-06-2023,suspended
heidi6371@upi,cust108259,icici,credit_card_linked,19-12-2024,active
tammy3167@upi,cust102976,hdfc,credit_card_linked,23-05-2025,active
taylor9118@upi,cust105699,icici,savings,27-02-2024,active
paul8778@upi,cust109864,pnb,current,28-02-2025,active
sara5194@upi,cust100558,kotak,credit_card_linked,25-02-2025,active
megan5497@upi,cust109275,hdfc,savings,10-08-2021,active
kevin1193@upi,cust104339,axis,credit_card_linked,02-04-2022,active
andrew1754@upi,cust102432,axis,current,19-12-2022,active
marie1712@upi,cust108886,axis,credit_card_linked,04-01-2025,active
jonathan8946@upi,cust103584,hdfc,current,04-06-2025,active
christine6390@upi,cust105189,pnb,credit_card_linked,05-07-2025,active
alyssa1839@upi,cust100518,hdfc,savings,25-03-2025,active
bryan5679@upi,cust101925,axis,current,26-04-2023,active
lauren6864@upi,cust105115,icici,current,06-05-2025,active
marcus7255@upi,cust103444,kotak,current,12-06-2025,active
stephanie3824@upi,cust101363,pnb,current,08-04-2025,active
julie7573@upi,cust101466,sbi,savings,15-06-2025,active
charles9767@upi,cust102950,sbi,credit_card_linked,25-02-2023,blocked
shane9225@upi,cust106132,hdfc,credit_card_linked,04-08-2025,suspended
timothy9595@upi,cust107957,axis,current,21-12-2024,active
raymond6863@upi,cust100254,pnb,current,15-11-2024,active
stephen4222@upi,cust100066,icici,current,31-08-2022,active
anna2284@upi,cust109171,axis,savings,04-08-2025,active
michael1235@upi,cust108633,hdfc,savings,07-02-2024,active
katrina2147@upi,cust105769,icici,savings,15-04-2025,active
jay5749@upi,cust106369,sbi,credit_card_linked,05-12-2023,suspended
zachary2622@upi,cust100255,hdfc,savings,05-05-2025,active
randy2897@upi,cust109389,kotak,savings,26-02-2025,active
brittney8596@upi,cust104930,pnb,current,09-01-2025,active
daniel5401@upi,cust102208,pnb,credit_card_linked,03-04-2023,active
dorothy7942@upi,cust105179,hdfc,current,12-10-2021,active
mrs.5831@upi,cust108873,sbi,savings,08-07-2023,active
brenda9719@upi,cust103543,icici,credit_card_linked,03-11-2024,active
anthony7797@upi,cust105578,hdfc,current,26-05-2024,active
katie9194@upi,cust102333,pnb,savings,22-08-2023,active
christina3124@upi,cust101302,icici,credit_card_linked,10-12-2024,active
melissa1322@upi,cust103182,icici,credit_card_linked,10-08-2024,active
joseph5440@upi,cust105728,hdfc,credit_card_linked,22-06-2024,suspended
valerie3787@upi,cust103367,pnb,credit_card_linked,17-12-2024,blocked
alexandria6779@upi,cust109477,pnb,credit_card_linked,04-08-2025,active
brittney4970@upi,cust105597,sbi,current,26-08-2024,active
jeffrey7785@upi,cust103207,hdfc,credit_card_linked,22-04-2024,active
william2171@upi,cust101362,sbi,credit_card_linked,21-08-2023,active
david4093@upi,cust104278,icici,savings,15-12-2023,active
michele9000@upi,cust102543,icici,savings,27-02-2023,active
stephanie5907@upi,cust104152,sbi,credit_card_linked,26-06-2025,active
julie6143@upi,cust102538,kotak,credit_card_linked,23-09-2023,active
daniel4253@upi,cust101511,icici,current,16-06-2024,active
theresa5662@upi,cust104016,pnb,credit_card_linked,04-05-2025,active
adam3405@upi,cust104563,kotak,savings,13-05-2025,active
pam5415@upi,cust105230,axis,savings,08-04-2024,active
steven3931@upi,cust101128,pnb,credit_card_linked,26-06-2024,active
maria2871@upi,cust106633,axis,current,27-10-2023,active
mrs.9449@upi,cust103757,axis,credit_card_linked,16-01-2025,active
dominic6066@upi,cust100305,icici,credit_card_linked,19-02-2024,active
jennifer2697@upi,cust102912,pnb,current,14-11-2023,active
dr.5602@upi,cust107928,kotak,credit_card_linked,19-11-2023,active
roger2346@upi,cust106785,icici,credit_card_linked,19-07-2025,active
john9699@upi,cust107851,pnb,current,22-07-2023,active
david6707@upi,cust107312,sbi,savings,10-04-2024,active
lawrence4201@upi,cust106119,hdfc,credit_card_linked,21-01-2024,active
alexander7026@upi,cust101296,kotak,current,05-11-2022,active
joseph4459@upi,cust105832,pnb,credit_card_linked,10-03-2023,active
michael3683@upi,cust106008,pnb,savings,03-04-2025,active
deanna7179@upi,cust101454,sbi,credit_card_linked,10-02-2025,active
heather4393@upi,cust100241,pnb,credit_card_linked,29-07-2025,active
stacey3840@upi,cust106548,hdfc,savings,23-12-2021,active
russell8925@upi,cust108589,hdfc,credit_card_linked,27-12-2024,active
jamie2640@upi,cust109115,sbi,current,05-09-2023,active
kevin7020@upi,cust103612,sbi,savings,14-12-2024,active
adam4485@upi,cust108540,pnb,savings,15-10-2024,active
heather1273@upi,cust101147,sbi,current,26-04-2025,active
michael4096@upi,cust109844,hdfc,credit_card_linked,14-06-2025,active
anthony4920@upi,cust100609,hdfc,current,19-07-2025,active
james1289@upi,cust104821,pnb,savings,12-06-2024,active
michael9886@upi,cust102981,icici,credit_card_linked,20-10-2024,active
david7615@upi,cust105066,axis,current,11-03-2025,active
katelyn2349@upi,cust104006,hdfc,credit_card_linked,22-01-2022,active
andrew1843@upi,cust103261,kotak,credit_card_linked,10-12-2020,active
joseph1605@upi,cust104922,hdfc,current,24-07-2025,active
betty7659@upi,cust101756,pnb,savings,08-03-2024,active
brian1690@upi,cust109738,hdfc,credit_card_linked,10-11-2024,active
charlotte9622@upi,cust104863,icici,credit_card_linked,30-01-2025,active
kim2035@upi,cust108694,kotak,savings,28-12-2024,active
jessica3028@upi,cust107246,sbi,savings,05-11-2022,active
raymond6221@upi,cust103497,pnb,savings,26-07-2025,active
justin9579@upi,cust102216,kotak,credit_card_linked,25-02-2025,active
eric8770@upi,cust103342,axis,credit_card_linked,01-10-2023,active
mr.5298@upi,cust101438,sbi,credit_card_linked,02-06-2024,active
douglas7681@upi,cust100588,pnb,credit_card_linked,17-12-2023,active
nicole1540@upi,cust101448,axis,current,02-08-2025,blocked
joseph4622@upi,cust105581,hdfc,savings,08-05-2024,active
dennis6233@upi,cust107474,pnb,credit_card_linked,07-06-2025,active
ronald4388@upi,cust101219,hdfc,credit_card_linked,20-12-2023,active
william8305@upi,cust101881,sbi,credit_card_linked,17-05-2024,active
ashley2182@upi,cust102143,icici,current,01-11-2023,active
thomas5496@upi,cust106043,sbi,credit_card_linked,14-04-2025,active
kelsey7924@upi,cust106197,sbi,current,17-04-2024,blocked
brian3197@upi,cust100803,kotak,current,05-12-2024,active
cindy6795@upi,cust103816,axis,current,24-06-2025,active
kimberly9505@upi,cust101170,hdfc,current,20-06-2025,active
lori3056@upi,cust108511,pnb,savings,08-06-2025,active
ricky9723@upi,cust105920,kotak,current,01-03-2024,active
andrew2753@upi,cust104937,axis,savings,24-07-2025,active
brian3136@upi,cust105014,pnb,credit_card_linked,27-05-2025,active
douglas4699@upi,cust102962,kotak,credit_card_linked,14-11-2024,active
erin5445@upi,cust107589,hdfc,current,13-08-2022,suspended
jacob9043@upi,cust103641,icici,current,04-02-2024,active
joshua7012@upi,cust102521,pnb,credit_card_linked,16-05-2025,active
gilbert5746@upi,cust109946,icici,current,25-04-2022,active
denise5556@upi,cust109908,hdfc,credit_card_linked,06-06-2025,active
walter8986@upi,cust107771,sbi,credit_card_linked,09-07-2025,active
christina3155@upi,cust103975,axis,current,25-02-2025,active
jennifer4874@upi,cust105377,pnb,current,23-12-2024,active
bruce7983@upi,cust105794,pnb,savings,01-05-2025,active
philip8070@upi,cust109586,hdfc,current,24-04-2022,active
melinda5640@upi,cust106223,pnb,current,09-02-2025,active
tanya4653@upi,cust108719,kotak,savings,25-11-2024,blocked
ricky6485@upi,cust102573,hdfc,credit_card_linked,17-02-2024,active
alicia6275@upi,cust103767,sbi,current,09-11-2024,active
ashley3870@upi,cust103591,icici,savings,29-09-2024,active
charles8467@upi,cust102814,sbi,savings,01-10-2022,active
sophia5659@upi,cust101258,sbi,current,24-01-2025,active
nicole9564@upi,cust102129,kotak,credit_card_linked,16-08-2024,active
angel8090@upi,cust102636,axis,credit_card_linked,14-09-2024,active
sabrina3243@upi,cust100017,pnb,current,01-03-2023,active
barbara9981@upi,cust103524,icici,savings,28-07-2022,active
michelle3444@upi,cust102788,pnb,credit_card_linked,20-04-2023,blocked
robert4717@upi,cust103548,icici,credit_card_linked,13-06-2023,active
susan7322@upi,cust103598,sbi,current,15-09-2021,active
james2152@upi,cust104488,pnb,current,25-08-2024,active
timothy5190@upi,cust105857,sbi,credit_card_linked,21-08-2021,active
william8612@upi,cust100850,icici,current,09-04-2025,active
diane1279@upi,cust106384,pnb,savings,15-07-2022,active
mr.1943@upi,cust106832,icici,credit_card_linked,21-03-2025,active
andrew5095@upi,cust100970,hdfc,credit_card_linked,04-10-2024,active
